id,workload,iteration,metric,core,freq,value,units
a7_7_1,dhrystone,1,A7_voltage,A7,700000,0.723,Volts
a7_7_1,dhrystone,1,A7_energy,A7,700000,185.748,Joules
a7_7_1,dhrystone,1,A15c_power,A7,700000,0.005,Watts
a7_7_1,dhrystone,1,A15c_voltage,A7,700000,1.058,Volts
a7_7_1,dhrystone,1,A15c_energy,A7,700000,22.088,Joules
a7_7_1,dhrystone,1,A15b_power,A7,700000,0.004,Watts
a7_7_1,dhrystone,1,A15b_voltage,A7,700000,1.058,Volts
a7_7_1,dhrystone,1,A15b_energy,A7,700000,17.657,Joules
a7_7_1,dhrystone,1,A15a_power,A7,700000,0.005,Watts
a7_7_1,dhrystone,1,A15a_voltage,A7,700000,1.058,Volts
a7_7_1,dhrystone,1,A15a_energy,A7,700000,19.85,Joules
a7_8_1,dhrystone,1,thread 0 score,A7,800000,899820,
a7_8_1,dhrystone,1,thread 0 DMIPS,A7,800000,512,
a7_8_1,dhrystone,1,time,A7,800000,16.791291,seconds
a7_8_1,dhrystone,1,total DMIPS,A7,800000,512,
a7_8_1,dhrystone,1,total score,A7,800000,899820,
a7_8_1,dhrystone,1,execution_time,A7,800000,24.7742128372,seconds
a7_8_1,dhrystone,1,A7_power,A7,800000,0.053,Watts
a7_8_1,dhrystone,1,A7_voltage,A7,800000,0.76,Volts
a7_8_1,dhrystone,1,A7_energy,A7,800000,139.962,Joules
a7_8_1,dhrystone,1,A15c_power,A7,800000,0.005,Watts
a7_8_1,dhrystone,1,A15c_voltage,A7,800000,1.057,Volts
a7_8_1,dhrystone,1,A15c_energy,A7,800000,13.551,Joules
a7_8_1,dhrystone,1,A15b_power,A7,800000,0.004,Watts
a7_8_1,dhrystone,1,A15b_voltage,A7,800000,1.057,Volts
a7_8_1,dhrystone,1,A15b_energy,A7,800000,11.783,Joules
a7_8_1,dhrystone,1,A15a_power,A7,800000,0.004,Watts
a7_8_1,dhrystone,1,A15a_voltage,A7,800000,1.057,Volts
a7_8_1,dhrystone,1,A15a_energy,A7,800000,11.246,Joules
a7_9_1,dhrystone,1,thread 0 score,A7,900000,1012146,
a7_9_1,dhrystone,1,thread 0 DMIPS,A7,900000,576,
a7_9_1,dhrystone,1,time,A7,900000,14.920158,seconds
a7_9_1,dhrystone,1,total DMIPS,A7,900000,576,
a7_9_1,dhrystone,1,total score,A7,900000,1012146,
a7_9_1,dhrystone,1,execution_time,A7,900000,21.2016580105,seconds
a7_9_1,dhrystone,1,A7_power,A7,900000,0.066,Watts
a7_9_1,dhrystone,1,A7_voltage,A7,900000,0.798,Volts
a7_9_1,dhrystone,1,A7_energy,A7,900000,147.57,Joules
a7_9_1,dhrystone,1,A15c_power,A7,900000,0.005,Watts
a7_9_1,dhrystone,1,A15c_voltage,A7,900000,1.057,Volts
a7_9_1,dhrystone,1,A15c_energy,A7,900000,12.017,Joules
a7_9_1,dhrystone,1,A15b_power,A7,900000,0.005,Watts
a7_9_1,dhrystone,1,A15b_voltage,A7,900000,1.057,Volts
a7_9_1,dhrystone,1,A15b_energy,A7,900000,10.129,Joules
a7_9_1,dhrystone,1,A15a_power,A7,900000,0.005,Watts
a7_9_1,dhrystone,1,A15a_voltage,A7,900000,1.057,Volts
a7_9_1,dhrystone,1,A15a_energy,A7,900000,11.213,Joules
a7_10_1,dhrystone,1,thread 0 score,A7,1000000,1126126,
a7_10_1,dhrystone,1,thread 0 DMIPS,A7,1000000,641,
a7_10_1,dhrystone,1,time,A7,1000000,13.414276,seconds
a7_10_1,dhrystone,1,total DMIPS,A7,1000000,641,
a7_10_1,dhrystone,1,total score,A7,1000000,1126126,
a7_10_1,dhrystone,1,execution_time,A7,1000000,18.238820076,seconds
