id,workload,iteration,metric,core,freq,value,units
A15_8_1,dhrystone,2,A7_power,A15,800000,0.187,Watts
A15_8_1,dhrystone,2,A7_voltage,A15,800000,0.901,Volts
A15_8_1,dhrystone,2,A7_energy,A15,800000,93.469,Joules
A15_8_1,dhrystone,2,A15b_power,A15,800000,0.212,Watts
A15_8_1,dhrystone,2,A15b_voltage,A15,800000,0.901,Volts
A15_8_1,dhrystone,2,A15b_energy,A15,800000,106.038,Joules
A15_8_1,dhrystone,2,A15a_power,A15,800000,0.164,Watts
A15_8_1,dhrystone,2,A15a_voltage,A15,800000,1.181,Volts
A15_8_1,dhrystone,2,A15a_energy,A15,800000,81.864,Joules
A15_9_1,dhrystone,2,thread 0 score,A15,900000,1434720,
A15_9_1,dhrystone,2,thread 0 DMIPS,A15,900000,817,
A15_9_1,dhrystone,2,time,A15,900000,3.512833,seconds
A15_9_1,dhrystone,2,total DMIPS,A15,900000,817,
A15_9_1,dhrystone,2,total score,A15,900000,1434720,
A15_9_1,dhrystone,2,execution_time,A15,900000,3.60417103767,seconds
A15_9_1,dhrystone,2,A7_power,A15,900000,0.206,Watts
A15_9_1,dhrystone,2,A7_voltage,A15,900000,0.902,Volts
A15_9_1,dhrystone,2,A7_energy,A15,900000,92.712,Joules
A15_9_1,dhrystone,2,A15b_power,A15,900000,0.249,Watts
A15_9_1,dhrystone,2,A15b_voltage,A15,900000,0.902,Volts
A15_9_1,dhrystone,2,A15b_energy,A15,900000,111.894,Joules
A15_9_1,dhrystone,2,A15a_power,A15,900000,0.164,Watts
A15_9_1,dhrystone,2,A15a_voltage,A15,900000,1.182,Volts
A15_9_1,dhrystone,2,A15a_energy,A15,900000,73.598,Joules
A15_10_1,dhrystone,2,thread 0 score,A15,1000000,1519757,
A15_10_1,dhrystone,2,thread 0 DMIPS,A15,1000000,865,
A15_10_1,dhrystone,2,time,A15,1000000,3.308407,seconds
A15_10_1,dhrystone,2,total DMIPS,A15,1000000,865,
A15_10_1,dhrystone,2,total score,A15,1000000,1519757,
A15_10_1,dhrystone,2,execution_time,A15,1000000,3.53710198402,seconds
A15_10_1,dhrystone,2,A7_power,A15,1000000,0.295,Watts
A15_10_1,dhrystone,2,A7_voltage,A15,1000000,0.927,Volts
A15_10_1,dhrystone,2,A7_energy,A15,1000000,132.941,Joules
A15_10_1,dhrystone,2,A15b_power,A15,1000000,0.332,Watts
A15_10_1,dhrystone,2,A15b_voltage,A15,1000000,0.927,Volts
A15_10_1,dhrystone,2,A15b_energy,A15,1000000,149.463,Joules
A15_10_1,dhrystone,2,A15a_power,A15,1000000,0.165,Watts
A15_10_1,dhrystone,2,A15a_voltage,A15,1000000,1.183,Volts
A15_10_1,dhrystone,2,A15a_energy,A15,1000000,74.301,Joules
A15_11_1,dhrystone,2,thread 0 score,A15,1100000,1760563,
A15_11_1,dhrystone,2,thread 0 DMIPS,A15,1100000,1002,
A15_11_1,dhrystone,2,time,A15,1100000,2.863866,seconds
A15_11_1,dhrystone,2,total DMIPS,A15,1100000,1002,
A15_11_1,dhrystone,2,total score,A15,1100000,1760563,
A15_11_1,dhrystone,2,execution_time,A15,1100000,2.95757603645,seconds
A15_11_1,dhrystone,2,A7_power,A15,1100000,0.292,Watts
A15_11_1,dhrystone,2,A7_voltage,A15,1100000,0.955,Volts
A15_11_1,dhrystone,2,A7_energy,A15,1100000,116.894,Joules
A15_11_1,dhrystone,2,A15b_power,A15,1100000,0.326,Watts
A15_11_1,dhrystone,2,A15b_voltage,A15,1100000,0.955,Volts
A15_11_1,dhrystone,2,A15b_energy,A15,1100000,130.363,Joules
A15_11_1,dhrystone,2,A15a_power,A15,1100000,0.174,Watts
A15_11_1,dhrystone,2,A15a_voltage,A15,1100000,1.186,Volts
A15_11_1,dhrystone,2,A15a_energy,A15,1100000,69.779,Joules
A15_12_1,dhrystone,2,thread 0 score,A15,1200000,1828154,
A15_12_1,dhrystone,2,thread 0 DMIPS,A15,1200000,1040,
A15_12_1,dhrystone,2,time,A15,1200000,2.770634,seconds
A15_12_1,dhrystone,2,total DMIPS,A15,1200000,1040,
A15_12_1,dhrystone,2,total score,A15,1200000,1828154,
A15_12_1,dhrystone,2,execution_time,A15,1200000,2.84988617897,seconds
A15_12_1,dhrystone,2,A7_power,A15,1200000,0.406,Watts
A15_12_1,dhrystone,2,A7_voltage,A15,1200000,0.978,Volts
A15_12_1,dhrystone,2,A7_energy,A15,1200000,162.547,Joules
A15_12_1,dhrystone,2,A15b_power,A15,1200000,0.424,Watts
A15_12_1,dhrystone,2,A15b_voltage,A15,1200000,0.978,Volts
A15_12_1,dhrystone,2,A15b_energy,A15,1200000,169.586,Joules
A15_12_1,dhrystone,2,A15a_power,A15,1200000,0.173,Watts
A15_12_1,dhrystone,2,A15a_voltage,A15,1200000,1.187,Volts
A15_12_1,dhrystone,2,A15a_energy,A15,1200000,69.025,Joules
a15_13_1,dhrystone,2,thread 0 score,A15,1300000,2061856,
a15_13_1,dhrystone,2,thread 0 DMIPS,A15,1300000,1174,
a15_13_1,dhrystone,2,time,A15,1300000,2.454678,seconds
a15_13_1,dhrystone,2,total DMIPS,A15,1300000,1174,
